A00	COLERA
X81	LESION AUTOINFLINGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR
X82	LESION AUTOINFLINGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS
X83	LESION AUTOINFLINGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS
X84	AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
X85	AGRESION CON SUSTANCIA CORROSIVA
X86	AGRESION CON PLAGUICIDAS
X87	AGRESION CON GASES Y VAPORES
X88	AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS
X89	AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADOS
X90	AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION
X91	AGRESION POR AHOGAMIENTO Y SUMERSION
X92	AGRESION CON DISPARO DE ARMA CORTA
X93	AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA
X94	AGRESION CON DISPARO DE OTRAS ARMAS FUEGO Y LAS NO ESPECIFICADAS
X95	AGRESION CON MATERIAL EXPLOSIVO
X96	AGRESION CON HUMO, FUEGO Y LLAMAS
X97	AGRESION CON VAPOR Y OBJETOS CALIENTES
X98	AGRESION CON OBJETO CORTANTE
X99	AGRESION CON OBJETO ROMO O SIN FILO
Y00	AGRESION POR EMPUJON DESDE LUGAR ELEVADO
Y01	AGRESION EMPUJ O COLOC DELANT OBJETO MOVIMIE
Y02	AGRESION POR COLISION VEHICULO DE MOTOR
Y03	AGRESION CON FUERZA CORPORAL
Y04	AGRESION SEXUAL CON FUERZA CORPORAL
Y05	NEGLIGENCIA Y ABANDONO
Y06	OTROS SINDROMES DE MALTRATO
Y07	AGRESION POR OTROS MEDIOS ESPECIFICADOS
Y08	AGRESION POR MEDIOS NO ESPECIFICADOS
Y09	ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA
Y10	ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA
Y11	ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA
Y12	ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA
Y13	ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA
Y14	ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL INTENCION NO DETERMINADA
Y15	ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA
Y16	ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA
Y17	ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS DE INTENCION NO DETERMINADA
Y18	ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA
Y19	AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA
Y20	AHOGAMIENTO Y SUMERSION DE INTENCION NO DETERMINADA
Y21	DISPARO DE ARMA CORTA DE INTENCION NO DETERMINADA
Y22	DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA
Y23	DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA
Y24	CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA
Y25	EXPOSICION A HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA
Y26	CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA
Y27	CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA
Y28	CONTACTO TRAUMATICO CON OBJETO ROMO SIN FILO, DE INTENCION NO DETERMINADA
Y29	CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA
Y30	CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA
Y31	COLISION DE VEHICULO DE MOTOR DE INTENCION NO DETERMINADAS
Y32	OTROS EVENTOS ESPECIFICADOS DE INTENCION NO DETERMINADA
Y33	EVENTO NO ESPECIFICADO DE INTENCION NO DETERMINADA
Y34	INTERVENCION LEGAL
Y35	OPERACIONES DE GUERRA
Y36	EFECTOS ADVERSOS DE ANTIBIOTICOS SISTEMICOS
Y40	EFECTOS ADVERSOS DE OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS
Y41	EFECTOS ADVERSOS DE HORMONAS SUSTITUTOS SINTETICOS Y ANTAGONISTAS, NO CLASIFICADAS EN OTRA PARTE
Y42	EFECTOS ADVERSOS DE AGENTES SISTEMICOS PRIMARIOS
Y43	EFECTOS ADVERSOS DE AGENT ES QUE AFECTAN PRIMARIAMENTE LOS CONSTITUYENTES DE LA SANGRE
Y44	EFECTOS ADVERSOS DE DROGAS ANALGESICAS, ANTIPIRETICAS Y ANTIINFLAMATORIAS
Y45	EFECTOS ADVERSOS DE DROGAS ANTIEPILEPTICAS Y ANTIPARKINSONIANAS
Y46	EFECTOS ADVERSOS DE DROGAS SEDANTES, HIPNOTICAS Y ANSIOLITICAS
Y47	EFECTOS ADVERSOS DE GASES ANESTESICOS Y TERAPEUTICOS
Y48	EFECTOS ADVERSOS DE DROGAS PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE
Y49	EFECTOS ADVERSOS DE ESTIMULANTES DEL SISTEMA NERVIOSO CENTRAL, NO CLASIFICADAS EN OTRA PARTE
Y50	EFECTOS ADVERSOS DE DROGAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO AUTONOMO
Y51	EFECTOS ADVERSOS DE AGENTES QUE AFECTAN EL SISTEMA CARDIOVASCULAR
Y52	EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA GASTROINTESTINAL
Y53	EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL EQUILIBRIO HIDRICO Y EL METABOLISMO MINERAL Y DEL ACIDO URICO
Y54	EFECTOS ADVERSOS DE AGENTES TOPICOS QUE ACTUAN PRIMARIAMENTE SOBRE LOS MUSCULOS LISOS Y ESTRIADOS Y SOBRE EL SISTEMA RESPIRATORIO
Y55	EFECTOS ADVERSOS DE AGENTES TOPICOS QUE AFECTAN PRIMARIAMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS, Y DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES
Y56	EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS, Y NO ESPECIFICADOS
Y57	EFECTOS ADVERSOS DE VACUNAS BACTERIANAS
Y58	EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS Y LAS NO ESPECIFICADAS
Y59	CORTE, PUNCION, PERFORACION O HEMORRAGIA NO INTENCIONAL DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y60	OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y61	FALLAS EN LA ESTERILIZACION DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y62	FALLA EN DOSIFICACION DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y63	MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS CONTAMINADOS
Y64	OTROS INCIDENTES DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y65	NO ADMINISTRACION DE LA ATENCION MEDICA Y QUIRURGICA
Y66	INCIDENTES NO ESPECIFICADOS DURANTE LA ATENCION MEDICA Y QUIRURGICA
Y69	DISPOSITIVOS DE ANESTESIOLOGIA, ASOCIADOS CON INCIDENTES ADVERSOS
Y70	DISPOSITIVOS CARDIOVASCULARES, ASOCIADOS CON INCIDENTES ADVERSOS
Y71	DISPOSITIVOS OTORRINOLARINGOLOGICOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y72	DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA, ASOCIADOS CON INCIDENTES ADVERSOS
Y73	DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL, ASOCIADOS CON INCIDENTES ADVERSOS
Y74	DISPOSITIVOS OS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y75	DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y76	DISPOSITIVOS OFTALMICOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y77	APARATOS RADIOLOGICOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y78	DISPOSITIVOS ORTOPEDICOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y79	APARATOS DE MEDICINA FISICA, ASOCIADOS CON INCIDENTES ADVERSOS
Y80	DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA, ASOCIADOS CON INCIDENTES ADVERSOS
Y81	OTROS DISPOSITIVOS MEDICOS Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS
Y82	CIRUGIA Y OTROS PROCEDIMIENTOS QUIRURGICOS, COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO
Y83	OTROS PROCEDIMIENTOS MEDICOS, COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR LE PROCEDIMIENTO
Y84	SECUELAS DE ACCIDENTE DE TRANSPORTE
Y85	SECUELAS DE OTROS ACCIDENTES
Y86	SECUELAS DE LESIONES AUTOINFLIGIDAS INTENCIONALMENTE, AGRESIONES Y EVENTOS DE INTENCION NO DETERMINADA
Y87	SECUELAS CON ATENCION MEDICA Y QUIRURGICA COMO CAUSA EXTERNA
Y88	SECUELAS DE OTRAS CAUSAS EXTERNAS
Y89	EVIDENCIA ALCOHOLISMO DETERMINADA POR EL NIVEL DE ALCOHOL EN LA SANGRE
Y90	EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE INTOXICACION
Y91	AFECCION NOSOCOMIAL
Y95	AFECCION RELACIONADA CON EL TRABAJO
Y96	AFECCION RELACIONADA CON LA CONTAMINACION AMBIENTAL
Y97	AFECCION RELACIONADA CON EL ESTILO DE VIDA
Y98	EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z00	OTROS EXAMENES ESPECIALES PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z01	EXAMENES Y CONTACTOS FINES ADMINISTRATIVOS
Z02	OBSERVACION Y EVALUACION MEDICAS POR SOSPECHA DE ENFERMEDADES Y AFECCIONES
Z03	EXAMEN Y OBSERVACION POR OTRAS RAZONES
Z04	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR TUMOR MALIGNO
Z08	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR OTRAS AFECCIONES
Z09	CONTROL GENERAL DE SALUD DE RUTINA DE SUBPOPOBLACIONES DEFINIDAS
Z10	EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS
Z11	EXAMEN DE PESQUISA ESPECIAL PARA TUMORES
Z12	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS
Z13	CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES
Z20	ESTADO DE INFECCION ASINTOMATICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ]
Z21	PORTADOR DE ENFERMEDAD INFECCIOSA
Z22	NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD BACTERIANA UNICA
Z23	NECESIDAD DE INMUNIZACION CONTRA CIERTAS ENFERMEDADES VIRALES
Z24	NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS
Z25	NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES INFECCIOSAS UNICAS
Z26	NECESIDAD DE INMUNIZACION CONTRA COMBINACION DE ENFERMEDADES INFECCIOSAS
Z27	INMUNIZACION NO REALIZADA
Z28	NECESIDAD DE OTRAS MEDIDAS PROFILACTICAS
Z29	ATENCION PARA LA ANTICONCEPCION
Z30	ATENCION PARA LA PROCREACION
Z31	EXAMEN Y PRUEBA DEL EMBARAZO
Z32	ESTADO DE EMBARAZO INCIDENTAL
Z33	SUPERVISION DE EMBARAZO NORMAL
Z34	SUPERVISION DE EMBARAZO DE ALTO RIESGO
Z35	PESQUISAS PRENATALES
Z36	PRODUCTO DEL PARTO
Z37	NACIDOS VIVOS SEGUN LUGAR DE NACIMIENTO
Z38	EXAMEN Y ATENCION DEL POSTPARTO
Z39	CIRUGIA PROFILACTICA
Z40	PROCEDIMIENTOS PARA OTROS PROPOSITOS QUE NO SEAN LOS DE MEJORAR EL ESTADO DE SALUD
Z41	CUIDADOS POSTERIORES A CIRUGIA PLASTICA
Z42	ATENCION DE ORIFICIOS ARTIFICIALES
Z43	PRUEBA Y AJUSTE DE DISPOSITIVOS PROTESICOS EXTERNOS
Z44	ASISTENCIA Y AJUSTE DE DISPOSITIVOS IMPLANTADOS
Z45	PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS
Z46	OTROS CUIDADOS POSTERIORES A LA ORTOPEDIA
Z47	OTROS CUIDADOS POSTERIORES A LA CIRUGIA
Z48	CUIDADOS RELATIVOS AL PROCEDIMIENTO DE DIALISIS
Z49	ATENCION POR EL USO DE PROCEDIMIENTOS DE REHABILITACION
Z50	OTRA ATENCION MEDICA
Z51	DONANTES DE ORGANOS Y TEJIDOS
Z52	PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD PARA PROCEDIMIENTOS ESPECIALES NO REALIZADOS
Z53	CONVALECENCIA
Z54	PROBLEMAS RELACIONADOS CON LA EDUCACION Y LA ALFABETIZACION
Z55	PROBLEMAS RELACIONADOS CON EL EMPLEO Y EL DESEMPLEO
Z56	EXPOSICION A FACTORES DE RIESGO OCUPACIONAL
Z57	PROBLEMAS RELACIONADOS CON EL AMBIENTE FISICO
Z58	PROBLEMAS RELACIONADOS CON LA VIVIENDA Y LAS CIRCUNSTANCIAS ECONOMICAS
Z59	PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL
Z60	PROBLEMAS RELACIONADOS CON HECHOS NEGATIVOS EN LA NINEZ
Z61	OTROS PROBLEMAS RELACIONADOS CON LA CRIANZA DEL NINO
Z62	PROBLEMAS RELACIONADOS CON EL GRUPO PRIMARIO DE APOYO, INCLUSIVE CIRCUNSTANCIAS FAMILIARES
Z63	PROBLEMAS RELACIONADOS CON CIERTAS CIRCUNSTANCIAS PSICOSOCIALES
Z64	PROBLEMAS RELACIONADOS CON OTRAS CIRCUNSTANCIAS PSICOSOCIALES
Z65	CONSULTA RELACIONADA CON ACTITUD, CONDUCTA U ORIENTACION SEXUAL
Z70	PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CONSULTAS Y CONSEJOS MEDICOS, NO CLASIFICADOS EN OTRA PARTE
Z71	PROBLEMAS RELACIONADOS CON EL ESTILO DE VIDA
Z72	PROBLEMAS RELACIONADOS CON DIFICULTADES CON EL MODO DE VIDA
Z73	PROBLEMAS RELACIONADOS CON DEPENDENCIA DEL PRESTADOR DE SERVICIOS
Z74	PROBLEMAS RELACIONADOS CON FACILIDADES DE ATENCION MEDICA U OTROS SERVICIOS DE SALUD
Z75	PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS
Z76	HISTORIA FAMILIAR DE TUMOR MALIGNO
Z80	HISTORIA FAMILIAR DE TRASTORNOS MENTALES Y DE COMPORTAMIENTO
Z81	HISTORIA FAMILIAR DE CIERTAS DISCAPACIDADES Y ENFERMEDADES CRONICAS INCAPACITANTES
Z82	HISTORIA FAMILIAR DE OTROS TRASTORNOS ESPECIFICOS
Z83	HISTORIA FAMILIAR DE OTRAS AFECCIONES
Z84	HISTORIA PERSONAL DE TUMOR MALIGNO
Z85	HISTORIA PERSONAL DE ALGUNAS OTRAS ENFERMEDADES
Z86	HISTORIA PERSONAL DE OTRAS ENFERMEDADES Y AFECCIONES
Z87	HISTORIA PERSONAL DE ALERGIA A DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
Z88	AUSENCIA ADQUIRIDA DE MIEMBROS
Z89	AUSENCIA ADQUIRIDA DE ORGANOS NO CLASIFICADAS EN OTRA PARTE
Z90	HISTORIA PERSONAL DE FACTORES DE RIESGO NO CLASIFICADAS EN OTRA PARTE
Z91	HISTORIA PERSONAL DE TRATAMIENTO MEDICO
Z92	ABERTURAS ARTIFICIALES
Z93	ORGANOS Y TEJIDOS TRASPLANTADOS
Z94	PRESENCIA DE INPLANTE E INJERTOS CARDIOVASCULARES
Z95	PRESENCIA DE OTROS IMPLANTES FUNCIONALES
Z96	PRESENCIA DE OTROS DISPOSITIVOS
Z97	OTROS ESTADOS POSTQUIRURGICOS
Z98	DEPENDENCIA DE MAQUINAS Y DISPOSITIVOS CAPACITANTES, NO CLASIFICADAS EN OTRA PARTE
Z99	
